as_location,occurrences
"Text p.1951",1
"Figures 1, 6, and 7 and Tables 2 and 3",1
"Figures 1, 3, 5 and Tables I-III",1
"Figures 1, 2, 3,4 and 7",1
"Figures 5 and 3, Table I and III",1
"Fig 3B",1
"Figures 1, 2, 3, 4, 5, and Tables 2 and 3",1
"Figures 2A, 3A and Suplementary Figure 3",1
"Tables I, II, Figures 3, 4, 5, Supplementary Figures 2, 3, 4 and PDB 4LLC",1
"Table 1, figures 1B, 1E,and 1H",1
"Tables S1, S8",1
"Figure 8, Figures 2 and 8",1
"Figures S1, 2, 3, 4, 5, 6, S3, S4",1
"Figure 1, Supplementary Figures 1, 2 and 3",1
"Figures 1, 2, 4, 5, 6, Table I",1
"Figure 2, Table 1,",1
"Figures 2B, 3A",1
"Figure 4, Extended Data Figures 4, 5, Supplementary Table 2 and PDB 7L1D",1
"Figures 2A and 4A",1
"Figures 2, 3, 4, 5, 2S, and 4S",1
"Table 2, Figure 2c",1
"Figure 2B, text page 6, Table 6",1
"Figures 1, 4, 6 and tables 1 and 2",1
"Table 2 and Figure 4A,B,C",1
"Figure 5D, E, F",1
"Figure 1, tables 1 and 2",1
"Figures 1, 2, 3, 4, 5, 6 and Supplemental Information Figures S1, S2, S3, S5, and S6",1
"Figures 1,  2 and Supplementary Figure 2, and Table 1",1
"Figure 4 and Supplementary Figures S1, S2",1
"Figures 7I, 8C,D,E,F, Supporting Information Fig. 3C",1
"Figure 4, Supplementary Figure 31",1
"Figures 3, 4, 7, 9 and Table 1",1
"Figures 1, 2, 3, 4, S1, Tables 1, S1 and PDB 3O9W",1
"text p549, Figure 4D",1
"Figures 1, 3A, 4A, 7.",1
"Figures 4, 5, Table III, Supplemental Table 2 and PDB 4Z7V",1
"Figures 1B, 2A, 2C, 3A",1
"Text p 280-281, Table I",1
"Table II, III, Figures 1, 2, 4, 5, Supplemental Figures 1, 2, 3, 4 and PDB 3QDG",1
"Figures 4D, 7G",1
"Figures 1, 2, 3, 4 and S1",1
"Figures 7B and 7I",1
"Figures 1E, 7C",1
"Figures 3, 5, 6, 7",1
"Figures 1, 4, 5, 7, S2, S3, and S4",1
"Table 3, Figures 3, 4, S1 and S2",1
"Table 1,  Supplementary Figures 4, 5 and Supplementary Table 5",1
"Figures 2, 3, Supplementary Figures 2, 3 and 5",1
"Figures 1, 2, 3, 4, 5, Supplementary Tables 1, 2, 3",1
"Figures 2, 3, and 4, table 4",1
"Figures 2, 3, 5,  Suppl Figures 3, 4",1
"Figures 2 and 4, Figures 1 and 6",1
"Table 2b, Figure 1, Supplementary Figures 1 and 2, Supplementary Table 1b",1
"Figure 3b, 4a",1
"Text p.2879",1
"Supplemental Figure 1F",1
"Figure 5, 7, Supplementary Figure 7, Supplementary Tables 5, 8 and PDB 5U72",1
"Figures 1, 2, 4, Supplementary Figures 2, 3, 4 and 5",1
"Figure 3, suppl Figures 3, 4, 6",1
"Text p. 105",1
"Figure 3D and Supplementary Figure 2",1
"Figure 3e and 5",1
"Figures 1A,B, 2, 3, 4",1
"Figure 6A-C",1
"Figures S4, 2, and 6",1
"Figure 5, Supporting Figures 5 and 6",1
"Figure 2D, E and Figure S2C",1
"Figure 4A and Table II",1
"Figures 3, 4, 5, 6, and 7, Tables I and II",1
"Figure 1 and Extended Data Figure 7",1
"Figure 1a, Table 3",1
"Figures 1A, 3A and Table 2",1
"Tables V and VII",1
"Figures 2 and Supplementary Table 2",1
"Figures 1, 3, S2, S4, S6, S8, S12",1
"Figures 4, 5, S1, Tables S1, S2, S3, S4 and PDB 8GON",1
"Figures 4, 5, 6, 8 and 9",1
"Supporting Information Figures S1, S3, and S4",1
"Table 4, Figures 2C and 3",1
"Text and figure 2B",1
"Figure 4 bottom row and Figure 5",1
"Figure 2, 3 and Supplemental data 5 and 7",1
"Table 1, Supplementary Table 1, Figures 2, 3, 4, Supplementary Figure 2, and PDB 4EI5",1
"Figures 1, 7, Supplementary Figure 1",1
"Figure 2 and Table 13",1
"Figures 2A,B, and 3",1
"Figures 1 and 4 and Extended Data Figures 2, 4, 5, and 8",1
"Figures 3, 4, 8, and 9",1
"Table 1, Supplemental Figure 8 and PDB 6R2L",1
"Figures 1, 2, 3, 4, 5, 6, S2, S3, S4, and S5",1
"Figures 2, 3, 4, 5 and S2",1
"Figure S5A, 4B, and 6B",1
"Figures 5B and 6B",1
"Figure 3, Supplementary Figures 3, 4, Supplementary Tables 1, 3 and PDB 7NME",1
"Tables 1, S3,  Figures 1, S1",1
"Supplementary Dataset 4b and Extended Data Figure 7",1
"Figures 5, 7, 8, and 9",1
"FIgures 2c and 3",1
"Figures 7A and 7D",1
"Figure 2and Supplementary Figure 1",1
"Figures 2D and 3C",1
"Figure 3, Figure 3, Table 1",1
"Figures 2C, 4, 6, 8C, 10, Table 1",1
"Tables 2, 3, 4, Figures 2, 3",1
"Figure 2 and author communication",1
"Figure  5D",1
"Table 3, Table 3, Table 4",1
"Figures 1, 4, and 8 and Supporting Information Figures S1 and S3",1
"Figure 1A, Suppl figure 1",1
"Figures 1, 2, 3, 4, 5, and 6, table 4",1
"Figures 1b, 2a, 3a, and 5",1
"Figures 2B,E, 6, S3 and S4",1
"Figure 1E and Table 4",1
"Figure 2, Figures 1, 2, and 5",1
"Figures 3 and 4, Table II",1
"Figures 2B, 6 and Table 1",1
"Figures 1C and 4B",1
"Supplementary Figure  1, Figure 2",1
"Figures 5A, 5B, 5G",1
"Figures 3, 4, Supporting Figure S1",1
"Figures 2, 3 and S9",1
"Tables I, II, and VI",1
"Table 2 and Figure 4A",1
"Tables 1, 2, Figures 3, 4, 5 and PDB 4Y4K",1
"Table II, Figures 2, 3, 5 and 6",1
"Figure 1, Table 1, 2, 3",1
"Figures 3, 5, 6 and 8, Table I",1
"Figure 3 and Supplementary Figure 4",1
"Figurse 4 and 5",1
"Table 3 and Text",1
"Table 2, Figure 4 and PDB 2JCC",1
"Figures 2 and 5A,B,C",1
"Figures 1, 2, 5 and 6; Table 1",1
"Figures 2, 4, 5, and 6B, Tables II and III",1
"Figures 5, 6, 7, 8, and 9 and Table 2",1
"Figures 5, 7 and S3",1
"Figures 1, 2, 3, 4, Table S4",1
"Figures 4, 5 and Tables 1, 2 and 3",1
"Figure 2A,B and 3",1
"Figures 2, 3, and 5, Table 1",1
"Figures 1, 4, 6, and 7 and Tables 2, 3, and 5",1
"Figure 7 and Supplementary Figure 8",1
"Figure 1 and Supporting Information Table 1",1
"Figures 1 3, and 5",1
"Figure 1 a-d, Tables 1 and 2",1
"Supplemental Tables S5 and S6",1
"Text P. 583, Table 1",1
"Tables 5-7 and 9",1
"Figures 1, 2 and Table 4",1
"Tables 1, 3, 4, Figures 1 and 2",1
"Table 6 and figure 3 ",1
"Figures 1, 6, and 7",1
"Table 6, Table 1",1
"Figures 1, 2 and 3.",1
"Figures 1B, 2B, 3, 4 and 5B",1
"Figures 1, 3, S1, S3,  S6, and S7",1
"Table 1, Figure 1 and Figure S2",1
"Figures 2, 3, 4, 5, 6, 7 and 8",1
"Supplementary figure 3",1
"Figures 2 and 3 and table I",1
"Figures 1, 2, and S13",1
"Figures 1 and 4 and Tables 2 and 3",1
"Figure 1, Table E1, E3",1
"Figures 1, 2, 3, 5, 8",1
"Figure 8, Figures 5 and 8",1
"Figures 2 to 7 and 9.",1
"Figures 1, 2, 3, 4, 5, 6, 7 and 8",1
"Figures 3-5, Supplementary Figure 3",1
"Figures 1, 2, 3, 6, 7 and Table 1",1
"Figure S2, Figure S2, Figures 1 and 2",1
"Figure 5a, 5b and 5d",1
"Table 2, Figures 1 and 2 and Supplementray Table 3",1
"Figure 4F and Supplementary Figure 3",1
"Figures 1, 2, 3, 4, Table S1 and PDB 3QIU",1
"Figures 2, S2, S9 and S12",1
"Table 2, Fig. S1",1
"Text, page 435.",1
"Figure 2, Tables 3, 4, and 5",1
"Figures 3, 5, 8",1
"Figures 1, 2, 3B and 4",1
"Figure 3f, and Table 3",1
"Figure 2D (29E90)",1
"Figures 1, 2, 3, 4 and Supplemental Figures 1, 7, 8, 9 and 10",1
"Table 2 and Figures 1, 2, and 3",1
"Figures 2, 4, S9",1
"Figure 3 and Supporting Information Figure S1",1
"Table 3, figures 5, 6 and 8",1
"Table 1 and Figures 2 and S14",1
"Figures 3 and 4, Figure 3",1
"Figure 1C, Table 3",1
"Figures 1A, 1C, 2 and Table 1",1
"Figures 1, 2, 3, 4, Supplementary Figures 1 and 3",1
"Figures 4, 5, and 6, Table S1, Dataset S2, and PDB 6L9L",1
"Figures 5A, 6, and 7A, Figure 4A",1
"Figures 1 and 5 and Supporting Information Figure S1",1
"Figure 7b, Figure 7a",1
"Table 2, Figure 2a",1
"Figures 1b, 2b",1
"Figures 1, 2, 3, 5, S1, S2, S5, S8, S9",1
"Figures S6J and S6K, Figures S6H and S6I",1
"Figures 1, 2, 3, 4, Supplementary data 3, 4",1
"Figures 2, S3 S4",1
"Figures 5 and 7 and Table 3",1
"Figures 1, 3, Supplementary Table 3, Supplementary Figure 3",1
"Extended Data Figures 2 and 6",1
"Figures 1, 2, 3, 5 and Supplementary Figure 3",1
"Figure 5 and S6",1
"Table 1, Figures 1, 2, 3, 4, 5, 6, and PDB 1D9K",1
"Figures 1, 4, 5, 6, 7, Tables I and II",1
"Figures 1, 2, S5 and S7",1
"Figures 2, 4, 6, 7, Supplementary Figures S2,  S3, S4, S13, S15, S17",1
"Figures 6, 7, 8, and 9, Table III",1
"Figures 1, 2, 3, and 4 and Supplementary Figures 1 and 2 and Table 1",1
"Figures 5 and 6 and Supplemental Figures 9 and 10",1
"Figures 1, 2, 3, S1 and S5",1
"Figure 3, S2",1
"Table I, Figure 1 and PDB 2BNR",1
"Figure 1 and Supplementary Figures 1, 2, and 3",1
"Tables 2, S3 and Figures 3, S4, S5, S6, S8, S12 and PDB 2WBJ",1
"Table I,  figures 3 and 4",1
"Figures 5, 6, Supplementary Figures 1, 3, Supplementary Table 4 and PDB 6AMU (v1.0)",1
"Figures 1, 5, Supplementary Table S6",1
"Figures 2, 3 and 5B",1
"Figures 1, 3, 4, 5 and table 1",1
"Figures 6 and 7, Table II",1
"Figures 1, 2, and Supplementary Figure 5",1
"Figures 4, 5, and Supplementary Figure 7",1
"Figure S3, Figures 4, S1 and Table S1",1
"Figures 1, 2 and 3, Table 4",1
"Figure 4 bottom row, and Figure 5",1
"Figure 3B and 3C",1
"Tables II, III, IV, VI, VII and IX",1
"Figure 3 and Supporting Information Figures S3 and S4",1
"Figure 3C, 4C",1
"Figure 1, Supplemental Figure 3 and Supplemental Table 5",1
"Tables III and IV, Figure 6",1
"Figures 3,4,5 and 7.",1
"Figure 3A, 6D",1
"Figures 3, 5, S1, and S4",1
"Table 2, Figures 5, 7",1
"Figures 1D and 6A",1
"Figures 3A and 6D",1
"Figure 1, Tables 2, 5, 6 and 8",1
"Figures 2, 3, 5, 7, Table 3",1
"Figure 1, Table 1, Figure 3, Figure 4",1
"Table 1 and Suplementary Figure 4",1
"Table I, Figures 2, 5, 6, 7 and 8",1
"Figures 1A, 2A, and 5A",1
"Figures 1a, 2, 5, and 6",1
"Figures 2, 4 and Supplementary Figure 8",1
"Table 1, S1, Figures 4, 5, Supplementary  Figure S1 and PDB  3VWJ",1
"FIG. 7",1
"Figures 4, S4, Tables S1, S3, S4 and PDB 6UON",1
"Figure 2, 3 and Supplementary Table 4",1
"Figure 4B, Suppl figure 1D",1
"Tables III, V and Figures 3, 4-5",1
"Figure 4b and P. 2726",1
"Figures 2, 5, 6, 8 and 10.",1
"Figures 3 and S2 and Table 1",1
"Figures 2, 5, S8 and Table S4",1
"Figures 1, 3, 6, 7, 8, 10 and Supplementary Figures 3, 5, 6, and 7",1
"Table 2 Figure 3",1
"Figures 1 and 3 and table I",1
"Figures 1, 2, 4, 5, and table 3",1
"Text page 280, Figure 5",1
"Table 2, S3, Figures 3, 4,6, S3 and PDB 4JRX",1
"Figures 2, 4A, 8A, and 8B",1
"Figures 5C, D and 6",1
"Table I and Supplementary Figure S1E",1
"Figures 2, 3 and Supporting Information Figure 1",1
"Tables 1, 2, Figure 4 and Supplementary Figures 3, 4 and 5",1
"Figure 7 and Supplementary Figure 7",1
"Figure 3, Text page 147",1
"Tables 2, 3, Figures 2, 3 and PDB 5W1V",1
"Tables 1-4",1
"Figures 5, 6, 7, 8, S12",1
"Figures 1 and 2 and Supplementary Figure G",1
"Figure 6 and S4",1
"Figure 3, 5 and Supplementary Figure 5",1
"Supplementary Figure S2A,C",1
"Figures 2, 7, S1",1
"Figure 3c, 6c and S1",1
"Figure 5B,E, Table III",1
"Figures 3A, 3B. 4 and 5",1
"Figures 1, 2, 4, and S3",1
"Figure 4A, B",1
"Figures 5, 6, and S5.",1
"Figures 1A, 3, Tables 1, 2 and 3",1
"Figure 6i",1
"Figures 3, 4, 6, Supplementary Figures 2 and 3",1
"Figures 2, 5b, and 6",1
"Figures 2, S11",1
"Figures 1, 2, 5, 8, and S3",1
"Figures 1, 2, 4, 5, 7, 8, 9, and 10 and Supplemantal Figures S2, S4, and S6",1
"Figures 1, 5, and 9",1
"Tables 3 and 4, Figure 1b",1
"Table 1, Figures 1, 2, 3, 4 and 5",1
"Figures 1, 2, 3, 4, 5, and 9 and Supplementary Figure S1",1
"Figure 2A, 5B",1
"Figures 2C, 6A and Tables 1 and III",1
"Figures 8, 12, Supporting Information-Data Collection and Refinement Statistics and PDB 6MJI",1
"Tables 1 and 2 and Figure 5",1
"Figures 1 and 2, Suppl. Figures S2 and S3",1
"Table 1 and Supporting Table 1",1
"Figure 1, Table 1 and S1 dataset",1
"Tables 2, 3, and 5, Figure 3",1
"Figure 1o",1
"Figure 1B.",1
"Table 1, Figure 8",1
"Text P. 71",1
"Figures 4, 5, Supplementary Figure 4",1
"Figure 1, Supplementary Figures 3 and 4",1
"Figure 2, 4, 5 and Table 1",1
"Figures 3 and 4A",1
"Figure 5, Table 6",1
"Supplementary Table 1 and Figures 1, S2",1
"Figures S1 and S4",1
"Table II, Figures 1, 2, 3, 4 and PDB 2PYE",1
"Figure 1B, C",1
"Table 2, Figures 1, 2, 3 , 4 and 5",1
"Figure 2, Table S1 and PDB 5VCJ (v2.0)",1
"Figures 2-4 and Table IV",1
"Extended Data Figure 8,  supplementary table 4.",1
"Figures 10 and 12",1
"Table 1 and figure 4C",1
"Figure 5, Tables 1 and 2",1
"Table I, figures 1-3",1
"Figures 7 and 8, Table 2",1
"Figures 1, 3A, 6",1
"Figures 1, 2 and Tables 1, 2, and 3",1
"Tables I-III and Figures 1-2",1
"Figure 3C,E",1
"Figure 1A,B,C, Table 1",1
"Figure 6M, S6G",1
"Figures 2, 3, and Table 2",1
"Figures 1, 2, 3, 4, 5, S1, S2, S3, S4, and S5",1
"Table 1 and Supplementary Table S1 and Supplementary Figure S4",1
"Figure 6 and S11",1
"Table 2 and FigureS 3A, 4",1
"Figures 2, 4, 5,Table 1 Supplementary Figures 2 and 3",1
"Figures 1, 2, 3 and 4 and Tables 1 and 2",1
"Figures 4, 5, 7 and Supplemental Figure 1",1
"Tables I, II and Figures 2, 3, 4 and 5",1
"Figures 1, 2, 3, 4, 5, and 6 and Supporting Information Figures 4, 5, and 6.",1
"Figures 6 and 7, Supplementary Figure 2",1
"Figure 3A, Figure 2",1
"Table 1, Fig. 3E",1
"Figures 2, 3, and 6, Table 1",1
"Figures 1, 2, 3, 4, S3, and Table 1, Supplementary data S4",1
"Figures 2, 3, 4, 5, 6, Table II",1
"Results page 13511",1
"Figures 3B, and 4A",1
"Figures 1, 5A and 6",1
"Figure 6A (i)",1
"Table II and figures 3, 4, 5",1
"Supplementary Figure 1d&g",1
"Figures 1 and 2, Tables I and II",1
"Figures 1A and 1B, Figure 1A",1
"Figures 8M,  8N, 9L, and 9M",1
"Figure 6, Figures S3, Tabe SI",1
"Tables 2, 3, and ESM Table 5 and ESM Figure 2 and Figures 3, 4, and 5",1
"Figures 1A and 7",1
"Tables 1 and 2, figures 1, 2, and 3",1
"Figure 8, Supplementary Table 3, Supplementary Figure 6 and PDB 6MNN",1
"Figures 1, 3, 5, and 6",1
"Figures 1, 2, 3, S1, S3 and S4",1
"Figures 1 and 2, Tables II-VI",1
"Figure 1, Extended Data Figures 1, 2, Supplementary Figure 3 and Supplementary Table 5 and 6",1
"Figure 5.D.",1
"Tables 2, 3, 4 and Figure 4",1
"Figures 1 and 4, Table III",1
"Figures 2, 3, 4, S1, Table 2",1
"Table 4, Table 3",1
"Figures 4 and 5B",1
"Figure 3, Tables S2, S4 and PDB 5WLG",1
"Figures 3, S1, and S9",1
"Supplementary Figures 1 and 3",1
"Figures 7A,D and 8",1
"Extended data Figure 2",1
"Table 1,  figures 1, 2, and 5",1
"Figures 1,2, 3; Table 1",1
"Supplemental Tables III and IV",1
"Table 4, Figures 2, 3",1
"Figures 3, S6 and S7",1
"Figures 1, Table 1 and S1",1
"Figures 4, 5, Tables S3, S4 and PDB 7T2B",1
"Tables 4, Figures 6, S1 and PDB 3D39",1
"Figures 5, 7, S1",1
"Tables 4, and 5, figure 8",1
"Figures 1, 3, 4, and 7 and Table 1",1
"Figures 2, 3, 5, 6, 7, and 8, Tables II and III",1
"Tables 2, 3, 4, Figures 1, 7, Supplemental Figures S1, S4,",1
"Figure 2 and Supporting Information Figure S2",1
"Figures 1, 3, and 4, table 1",1
"Figures 2, 3 and Supplementary Figure S2",1
"Figures 1F and 3C",1
"Figures 3 and 4 and Supplementary Figures S1, S3, S4, and S5",1
"Text p. 710",1
"Page 934",1
"Figures 2, 3, 7, Table 3",1
"Figure 2A, E and S4",1
"Tables 1 and 2, figures 1 and 3",1
"Figure 1B, 2B",1
"Figures 4E, 5, 8 and 9",1
"Figures 2 and  4",1
"Figures 1, S1, S2, and S4",1
"Figures 2d, and 3d",1
"Figures 2 and 4, Table 1",1
"Figures 2, 3, S3, S5",1
"Supplementary data Figure S2",1
"Figure 1B  and 2A",1
"Figures 2 and 3 and Supplementary Figures 2 and 4",1
"Table 1,  figures 5 and 6",1
"Figures 5, 6, and 7 and Tables S1, S2, and S3",1
"Figures 2, 3, 4, 5, 7, 8 and S1",1
"Figures 2, 3, 4 and 5, Table 2",1
"Figures 2, 3, Table S11",1
"Figures 2C and 4B",1
"Figure 1 and table II, Figure 2 ",1
"Figures 4, 5 and Tables 1 and 2",1
"Tables II, IV, V, VI, VII",1
"Figures 3B and 6B",1
"Table 1 and Figure 3, Figures 1 and 2",1
"Figures 1, 2, 6, 7, and 8",1
"Figures 4, 7, Supplemental Tables S2, S4, Supplemental Figure S7",1
"Figure 2 and 7",1
"Table 1 and Figure 3, S3",1
"Figure 7 and Supplementary Information 2",1
"Figures 5A, 5B and 6",1
"Figures 1, 2, Table S2",1
"Figures 2 to 6",1
"Figures 1, 2, 3, and 6 and Tables 2 and 4",1
"Figure 6 and Supplemental Figure 1",1
"Tables I and II, Table I",1
"Figure 3, Supplemental Figure 6",1
"Figures 1, 2, 3, 4, 5 and Table I",1
"Tables SI and SIII and Figures 3, 4, and 6",1
"Figures 4 and E4",1
"Figure 5.C",1
"Figure 5, Figure S15",1
"Figures 1, 2, 3, 4, Tables 1, 2",1
"Tables 2, 3, and 4, Figures 1 and 2",1
"Tables 1-3, text page 17, Figures 1-3",1
"Table 3 footnote and text",1
"Table 2 and Figures 2 and 5 and Supplemental Table S6",1
"Figures 1, 2, 3, 4, S2, S3 and S4, Tables 1 and 2.",1
"Table 2, figure 6, and Supporting Table S1",1
"Figures 3, 5, Table 2, Supplementary Table S1 and PDB 5C09",1
"Figure 2, Supplementary Figures 4, 6 and Supplementary Table 2",1
"Table 1, Figure 2, Supplementary Figure 1 and PDB 5IVX",1
"Table II, Figures 2, 3, 5, 6, 7, 8",1
"Figure 3a, Figure 4a, Figure 4b, Table III, Table IV",1
"Figures 2 and 3, Table 3",1
"Figures 1A, 2, 3A, 4, 6 and 9",1
"Figures 1, 4, 5 and 6, Tables 1 and 2",1
"Figures 5A, 5D and 7",1
"Figures 1, 4, S10",1
"Figures S1, and S2",1
"Figures 2, 3, 4, 5,  and 6",1
"Figure 8, Pages 3, 4, and 6",1
"Figures 5, 3",1
"Figures 1, 2, 3, 4, 5, 6, 7 and Table 1",1
"Figure 4, Figure 1, Figure 3A, Figure 4",1
"Tables 1, 2, and 3, Figures 1, 2, and 3",1
"Figure 1C, Figure 3A",1
"Figures 8, 11, Supporting Information-Data Collection and Refinement Statistics and PDB 6MJJ",1
"Figure 2D, E and Figure S2C, D",1
"Supplemental Fig. S8B",1
"Table 1, figures 1, 2, and 3",1
"Figures 1, 2 and Supplemental Figure 1",1
"Figures 2, 3, 5, 6, 7, and 8 and Table 2",1
"Figures 5, 6 and Table S1",1
"Figure 3 and Table 4 and 5",1
"Figure 2A, B and C",1
"Figure 1,  Table1",1
"Table 3, Table 5, Figure 2",1
"Figure 7 and Supplementary Figures 8",1
"Figures 7A, 7C",1
"Figures4 and 5",1
"Figure 6 and Text p. 314",1
"Figures 1, 5 and S1",1
"Figures 3 and 5 and Supporting Information Figure S4",1
"Figures 6, S8, Tables S2, S7 and PDB 6V19",1
"Figures 1 and 3 (DR1301)",1
"Figures 1, 4 and Supplementary Figure 1",1
"Table II, Figures 1, 2 and 3",1
"Tables 1, 2, 3, 4 and Figures 1 and 2",1
"Figures 2, 3, S3, Tables 1, S1 and PDB 3RGV",1
"Figure 3, Tables S1 and S2, and PDB 7SG0",1
"Table 1 and Figures 1, 3, 4",1
"Table 2, figures 2 and 6",1
"Tables 2 and 3, figures 2, 3 and 4",1
"Table 1 and figure 4B",1
"Tables VII, VIII and IX",1
"Text p. 812",1
"Figures 3 and 6b",1
"Table 3, Figures 3, 4, 5 and Supplemental tables 6, 7, and 15",1
"Figures 1, 2, 3, 4, 5, 6, S1, S3, S4, S5 and S6, Table S1",1
"Fugures 1, 2 and 5",1
"Table 1, Figures 2, 3, 4, S2, S3, S4 and PDB 3PWP",1
"Figure 4B, 4C, 4D, 5C, 6C and Supplement Figure 2",1
"Figure 1, Supplementary Figures 2, 4 6 and 9",1
"Figure 1B-D, and 2A,B",1
"Figures 1, 3, S2, S3 and S4",1
"Table III, figure 1",1
"Figure 9D",1
"Figures 2 and 6 Table IV",1
"Tables 2, 3 and Figure 3A",1
"Figures 11 and S14",1
"Figures 1A and 6",1
"Figures 1B and 3A,B",1
"Figures 4c and 5c",1
"Figure 3, Text page 970",1
"Text p. 1214",1
"Table 1, Supplemental file 2, Figure 2",1
"Figure 3 and Supplementary Figure S5 and Table S1.",1
"Figure 4, Extended Data Figures 9 and 10, Supplementary Table 6, and PDB 7N2O",1
"Figure 3, Figure 3 and Table 1",1
"Figures 1b and 2, Tables 1 and 2.",1
"Figure 3D, figure 4",1
"Figures 3 and 2",1
"Figures 1, 2, 3 and 4, Tables 1 and 2",1
"Figures 3-4",1
"Figures 1, 2, Tables S1, S6, S7 and PDB 6TMO",1
"Table 1, Figures 3, 4, 6",1
"Figures 4, 5,  tables I and II",1
"Figures 2, 3, 4, 5, 6, 8, Table 2, Supplementary Table 2 and PDB 2PXY",1
"Table 3, and figures 2, 5 and 6",1
"Figure 3B and 4B",1
"Figure 2, Figures 1, 2",1
"Figures 7, 8 and 9",1
"Figures 2, 4, 7",1
"Figure 1 and Supplementary Figures 1, 3",1
"Figures 3,4, 6 and S2, Table 4.",1
"Figure 2, S2, S3 Table S3",1
"Figure 6S",1
"Figures 1 and 2 and 4",1
"Figure 1, Figure 3 and Supplementary Figure S2, Table S1.",1
"Figures 4c and d",1
"Figures 2, 3, 6, and 7, Table III",1
"Figures 1, 3, S2",1
"Figures 1, 3, 5, S1, S2 and S4. Tables 2 and S1",1
"Figures 5, 6, and 8, table 3",1
"Figures 2, 7 and Supplementary Tables 1 and 2",1
"Figures 1, 2, 3, 4, 5, 6, Table 1",1
"Results page 1988 and Supplemental Figure S3",1
"Table II, Figure 1, Figure 3, Table IV,Table IX",1
"Figure S4, Figure 2, Figure S4",1
"Tables 1, 2, and 3 and Figure 1",1
"Figures 6, S4, Data set 6A",1
"Tables II and III, Figure 3",1
"Figures 1-6, S2-S4",1
"Figures 3, 4, 6, and S4",1
"Tables 1 and 4, Figures 2, 3, and 4",1
"Figure 5and Table II",1
"Figure 8I",1
"Figure 1c, Figures 1a, 1c, 2b, S5b, 6b",1
"Figure 30",1
"Table 1, 2, and 3, Figure 2A",1
"Table II, Figures 2, 4 and 6",1
"Figure 1A and Supplemental Figure S1",1
"Figures 1, 2, 3, 4, 7 and 8",1
"Figure 18",1
"Figures 7a and 7b",1
"Figure 2D and Table S4",1
"Figures 1 and 6, Table I",1
"Table 2 and Figures 1, 2, 3, 4, 6, 8",1
"Figures 3 and 5D",1
"Supplementary Table 1 and PDB 3UTS (v1.1)",1
"Figures 1 and 6C,D",1
"Figures 3, 5, Supplemental Figures S1 and S3",1
"Figures 2, 3, 6, S2, S5, S7, and S8",1
"Tables 1, 3, Figure 1",1
"Figure 1(D)",1
"Figures 1, 2, 5, & 7, Table 2",1
"Figure 1 and  Supplementary Figure 2 and 3",1
"Figure 2a, 2f, 3a, 4a",1
"Figures 2, 3, 4, 5, Supplementary Figure 2",1
"Figure 2 and Extended Data Figure 1",1
"Fig. 4, Fig. 5B",1
"Figures 2, 3, Supplemental Figure S4",1
"Figures 1b, 1c, and 2b",1
"Table 1 and Figures 4 and 5 and Table S5",1
"Figures 3-5, S1",1
"Tables 1, 2, Figure 1",1
"Figures 2, 6 and Table 1",1
"Figure 3, Tables S1, S2, and S4, and PDB 7JWJ",1
"Figure 2, 6 and Tables II, III and IV",1
"Extended Data Figure 7, Figure 1 and Extended Data Figure 2",1
"Figures S5, S6, S7, S8, S9, S10, Supplementary Table II, and PDB 5M02",1
"Figure 2, 4 and S2",1
"Figures 2, 3, and 4, Tables 1 and 3",1
"Figures 1A, 2, 3, and 4",1
"Supplementary Figures 1 and 2",1
"Figures 1, 2, 3, 4, 5, Supplementary Figure 2",1
"Figures 1, 2 Table 2",1
"Figures 1, 2, and 5 and Supplemental Figure 1",1
"Figures 3, 4, Supplementary Figures 5 and 7",1
"Figures 1, 2, 3, 4, 5, 6, and 9",1
"Figures 1, 2, 3, 4 and Supplementary Figure 2",1
"Tables SI and SIII and Figures 3 and 4",1
"Tables I and II and Figures 1 and 2",1
"Figures 2, 3, 4, 5 and table I",1
"Figures 4, 5 and Supplementary Figure 1 and 3",1
"Figure 2 and Supplemental Figures 3 and 4",1
"Figures 1-3, 5-7",1
"Figures 2 and 5 and Supplemental Table S6",1
"Figures 3 and Table 3",1
"Figures 3, 4, Table 2 and PDB 5NMG",1
"Supplementary Figure S7, Figure 4 and Supplementary Figure S7, Supplementary Figure S3",1
"Figure 3, Table 2, and Supplemental Figure 4",1
"Figures 5,6,7,9,Table 2",1
"Figures 4, S2, Tables S3, S5 and PDB 4H1L",1
"Figure 2, Supplementary Figures 10 and 11",1
"Figure 1b and Extended Data Figure 1",1
"Figures 1, 2, 4, and Table 2",1
"Figure 28",1
"Figures 2 and 3, table 5",1
"Figures 1, 3, 4 and Supplementary Figure 2",1
"Figures 6, 7, supplemental Tables I, II and PDB 4IRJ",1
"Figures 3, 4, 6, and 7",1
"Tables 1, 2, 3, 4, 5, S1, Figures 1, 2, 3, 4 and PDB 2YPL",1
"Figures 2, 3, 4, 6, 7 and supplementary Table S1",1
"Figures 1, 3, 4, 5, 7, 8, and 9 and Table 1",1
"Figure 7, Supplementary Figure 23",1
"Figures 3-5, 9 and Table 2",1
