as_location,occurrences
"Figures 4, 6",19
"Figures 1, 2, Supplementary Table 2",19
"Figure 4 and Table S3",19
"Table 3, Figures 5 and 6",19
"Figure 4 and table 1",19
"Figure 4 and 6",19
"Tables 1-3",19
"Figure 1B, 4",19
"Figure S5 and Table S1",19
"Figure 1 and Supplementary Figure 5",19
"Figure 3 and Table II",19
"Supplementary Table 3 and Figure 4",19
"Figures 3 and S1 and Table 1",19
"Figures 1, S1 and Table S1",19
"Figure 2 and Supplementary Figure S3",19
"TABLE II",18
"Text P. 957",18
"Figure 4 and Table S7",18
"Table 1, Table 2, Figure 1, Figure 2, Figure 3",18
"Figures 2 and 7",18
"Tables S2, S3",18
"Table2, Figure 3",18
"Figures 4A and 5A",18
"Table 1 and Supporting Information Figures S2 and S4",18
"Figure S18 and Table S4",18
"Figures 2 and S4 and Table S1",18
"Figure 1 and Supplemental Figure 1",18
"Tables 1, 2 and Supplementary Figure 2",18
"Figures 5, 6, and 7",18
"Table 1, Supplementary Figure 7 and Supplementary Tables 1 and 4",18
"Figure 1 and Supplementary Information Figure S1",18
"Supplementary Figure S3",18
"Table S4, Figure 4",18
"Figures 1 and S1 and Table 1",18
"Figure and Table 1",18
"Figures 5, S9 and Table S4",18
"Figure 2, Figure S1, and Tables S2 and S6",18
"Figure 1, Table 4",18
"Figures 10E and 10F",18
"Figure 3 and Text p.234",18
"Figures 2",18
"Figure 3c",18
"Figure 1 and S1 Figure and Table 2",18
"Tables 3 and 4, Figure 5",18
"Table 1 and Figures 1 and 2",18
"Table 3, Figure S1",18
"Figure 2, S1, S9 and Table S1",18
"Figures 2, 5 and Table S2 and S4",18
"Table 2, Figures 4 and 6",18
"Figures 3, 5, 6, Tables S1, S2",18
"Figures 1, S2 and Table S1",18
"Figure 4 and Table III",18
"Table III and figure 3",18
"Figure 3 and Table I",18
"Figure 1, Table I",18
"Figure 4, Supplementary Figure",18
"Figure 1 and Tables 1 and 2",18
"Tables 2, 3, and 4",18
"Figure 1 and 3",18
"Text p 269",18
"Data not shown",18
"Figure 1A, Figure 1B",18
"Figure 1, 3",18
"Text page 2",17
"Figure 4 and S6",17
"Figure 8 and text p. 36",17
"Results page C, Figure 2",17
"Figure 1, Table 1, and Supplementary data",17
"Figures 1-3",17
"Figures 2, 5",17
"Figures 3, 4, Table 1",17
"Figures 2, S2 and Tables S1, S2",17
"Figures 3 and 6 and Table 1",17
"Text p 419",17
Results,17
"Supplementary Figure 4 and Supplementary Table 2",17
"Fig. 1, Fig. 3",17
"FIgure 3",17
"Table II, Figure 3",17
"Figures 3, 5, and 6",17
"Figures 1 to 5, Table 2",17
"Figure 1, Table 1 and Supplementary Figure 6",17
"Figures 2 and 3 and Table 1",17
"Text p.S12-S13",17
"Figure 2 and Supporting Information Figure S2",17
"Figures 1, 2, 3, 4 and 5",17
"Table 1 and Figures 4 and 5",17
"Figures 3, 6",17
"Figure 1E, F, G",17
"Figures 2, 6",17
"Figure 2 and S1",17
"Table 5, Figure 2, Supplemental Table 1",17
"Figures 3, 5.",17
"Figure 1 and S1 Figure",17
"Table S5, Figure 3",17
"Figure 5 and Supplementary Material Figure S1",17
"Text p.2192",17
"Figure 1 and Supplementary Figure S1",17
"Figures 2, 3 and S6",17
"Supplementary Figures 1, 2",17
"Figures 1 and 2, Tables 1 and 2",17
"Figure 6, 7",17
"Figures 5 and 6 and Table 2",17
"Figure 6D",17
"Table VII",17
"Figures S1 and Table S2",16
"Table 1, Supplementary Figure 5",16
"Figure 3 , 4 and 5",16
"Figures 2, 3, 4, 5, Tables 2 and 3",16
"Figure 4, Text",16
"Figure 3 and Table2",16
"Figures 3, 4, 5, 6",16
"Figure 4, Supplemental Tables S4, S5",16
"Figures 1-3, Table I",16
"Figures  3, 4 and Table 1",16
"Figures 3, 4, 6, 7",16
"Table I and Table II",16
"Figures 1A, 2 and S7",16
"Figure 2, Supplementary Figure 1",16
"Figure 2 and Tables 1 and 2",16
"Figures 1, S1 and Supplemental Table 2",16
"Figure 1 and 4",16
"Table 3 and figure 3",16
"Figures 4, 5, 6, and 7",16
"Figure 12A and B, Table 1",16
"Table 1, Figures S1 and S2",16
"Figure 2 and Dataset S5",16
"Tables 1 and 2, Figures 2 and 3",16
"Figure 4, Supplemental Table S4",16
"Table 1, Figure 2, S4",16
"Figures 4 and 5 and Table 1",16
"Figures 1, 2, S1",16
"Figure 3 and Extended Data Table 2",16
"Figure 6 and Table 4",16
"Figures S4, S5, and S6",16
"Figure 2, Table S3",16
"Figure 3 and Supplementary Figure S11",16
"Tables I and III, Figure 1",16
"Text page 7",16
"Table 2, Figure 5",16
"Figures 1, S1 and Table S2",16
"Tables 2-3",16
"Figures 5, 6 and 7",16
"Figure 1 and Table S3",16
"Figures 1 and s3",16
"Table I, Figure 4",16
"Table 1, 2",16
"Tables 1, 2 and Supplementary Figure 3",15
"Figure 2, Supplementary Table S2",15
"Table 3, Figures 2A and S5",15
"Supplementary Figure 1 and Supplementary Table 2",15
"Figures 1 and 2 and Table 3",15
"Figure 6 and S3",15
"Table II, Figure 4",15
"Figures 2, 3, S1, and Table S1",15
"Tables II, III and Figure 2",15
"Text page 609",15
"Figures 2, S3, S4, and S5",15
"Figures 1, 2, and 5 and Table 3",15
"Figure 2, S6 and Table S1",15
"Text page 435",15
"Tables 1 and 5",15
"Figure 1 and 5",15
"Figures 4-6",15
"Tables II, III, IV, Figures 3, 4",15
"Supplementary Figure S5",15
"Table  I",15
"Figure 1, Figure 2",15
"Figures 1, 5",15
"Figures 1, 4, and S3",15
"Results page 4",15
"Table 1 and S4 Figure",15
"Table 5 and Figure 5",15
"Figures 1 and S4",15
"FIgure 2",15
"Figures 2, 3, Table 1",15
"Figures 1, 4, 5",15
"Figures 6 and S5",15
"Figure 1 and Table 7",15
"Figures 1, 3, 4",15
"Figure 2, Text p 546",15
"Figure 1c",15
"Text page 7086 and Supplementary Table S2",15
"Tables I and IV",15
"Table I and figure 2",15
"Figure 9 and Text P. 4766",15
"Figure 4 and 5",15
"Figure 3 and Figure 3-supplement 1",15
"Figure S17 and Table S6",15
"Figures 1, 2, 3, 4",15
"Table 2 and Figure S1",15
"Figure S1B",15
"Figure 1B and Table 2",15
"Figures 1, 2, S1, S2 and Table S1",15
"Figures S1, S17 and Table S6",15
"Figures 2, S4",15
"Figures 1 and 2 and Supplementary Figure 1",15
"Tables 1, 2, 3",14
"Figures 1, 2 and Supplementary Figure 4",14
"Figure 3D,E, S6",14
"Figure 5, Table IV",14
"Figure 2 and S2 Figure",14
"Figure 2 and Table 7",14
"Figure 1, table 1, 2",14
"Figures 2, 3 and Table 1",14
"Figure 2A and Table 1",14
"Table III, Figure 3A",14
"Figure 2 and S3",14
"Figure 3 and Supplementary Figure 8",14
"Figure 2, Supplementary Figures 1, 2",14
"Figure 1 and Supplementary Figures S1 and S2",14
"Figures 1, S5 and Supplemental Table 2",14
"Figures 2 and 8",14
"Figure 3 and S1 File",14
"Figures 1, 2, 3, 4, 5, S1, S2, S3",14
"Figures 1, 2, and 3 and Table 1",14
"Figure 3, 4, S4",14
"Figure 2, Table 4",14
"Table 2A",14
"Figure 3 and Table 2 and Supplementary Material Table S1 and Supplementary Material Table S1",14
"Figure 2 and table 2",14
"Tables 1, 2 and Figure 2",14
"Table S4 and Figures 6 and S5",14
"Figures 4 and 5, Table 2",14
"Table III and Figure 1",14
"Tables IV and V",14
"Table 3 and Figure S1",14
"Figures 7 and S6",14
"Figures 3, 4, 5 and 6",14
"Figures 1 and 4, Supplementary Figure 4, and Supplementary Table 1",14
"Figure 4D,E",14
"Figure 1 Figure 2",14
"Figure 3, Extended Data Figure 5, and Supplementary Table 6",14
"Figure 1B, Figure 1A",14
"Table 1, Figures 3, 4",14
"Figure 5 and 6",14
"Figures 3 and 8",14
"Supplementary Table S2, Table 2",14
"Table III and Figure 2",14
"Table 2 and Figure S6",14
"Figure 5 and Supplementary Figure 7",14
"Figures 1, 7, 8, S1, S3, S4 and Table S1",14
"Table 2 and figure 1",14
"TABLE III",14
"Table 1 and figures 2, 3, and 4",14
"Table 4 and 5",14
"Figures 3, 5 and 6",14
"Figures 1 and S5",14
"Figures 3-7",14
"S2 Data, Table 1",14
"Figures 1, S2 and Table S3",14
"Figures 2, 3, 4, and 6",14
"Figures 2, 4, tables 2 and 4",14
"Figures 1 and 3 and S1 File",14
"Table II, Figure 8",14
"Tables 1 and S4 and Figure S5",14
"Table 2 and 3",14
"Figure 1 and Supplementary Table 2",14
"Figure 1, Supplementary Figure 4, and Supplementary Table 1",14
"Figure  3",14
"Table 1 and Figures 4 and S2",13
"Figure 4 and Supplementary Figure 10",13
"Tables 3, 4 and Figure 2",13
"Figure 8C",13
"Figure 1 and Table S5",13
"Figure 1, Supplementary Figure 4",13
"Table 2 and figure 5",13
"Figure 4, S4 and Table S2",13
"Tables 1 and 2, Figure 2",13
"Figures 1, 2, 3, 4, and 5",13
"Figure 6 and Table S1",13
"Text p. 272",13
"Figure 1 and Table IV",13
"Tables 4 and 5, Figure 4",13
"Figures 3, 4 and S5",13
"Figures 1, S2 and Table 1",13
"Figure 6 and Table I",13
"Tables 7 and 8",13
"Figures 5a and 6",13
"Table II and IV",13
"Figure 2, Table I",13
"Supplemental Figure 6",13
"Figure 2 and Extended Data Figures 6 and 7",13
"Figure 2 and Supplementary Figure S1",13
"Table 2 and Figure 8",13
"Tables 1 and S2",13
"Figure 3, E3",13
"Figure 1, Tables II, E1 and E2",13
"Supplemental Figure 4",13
"Tables 3 and S8",13
"Figures 5, 6, 7",13
"Table 3, Figures 2, 3",13
"Figure 1, Tables 1 and 2",13
"Figure EV1",13
"Figure 5 and Table S2",13
"Figures 3-5",13
"Figure 2 and 4",13
"Figures 1-2",13
"Table 2 and Figures 1 and 2",13
"Figure 2, DataS1 and Table 1",13
"Figure 1, table 3",13
"Figures 2, 3, 4 and 6",13
"Figures 2, 4, and S3",13
"Text p. 472",13
"Figures 4, 5 and Table I",13
"Figures 5, 6 and Table 2",13
"Figures 3, 4 and Tables 1 and 2",13
"Figure 1B,C",13
"Tables 1, 2 and Supplementary Fig. 1",13
"Figure 2, Tables 5, 8",13
"Figure 6 and Table 3",13
"Figure 1, Tables 1, E1 and E2",13
"Figure 2, 3, and 4",13
"Figures 1, 2, 3, 4, 5",13
"Figures 2, 3, 4 and 5, Table 1",13
"Table 1 and figure 7",13
"Figures 2 and S10",13
"Figures 5c and 6",13
"Table S4 and Figure S1",13
"Table 1, Table S1 and Figure S2",13
"Figures 3, 4, 5, and 6",13
"Figure 5a",13
"Figure 12",13
"Figures 9 and 10",13
"Table 3 and Figure 3B",13
"Supplementary Table 1 and Supplementary Figure 1",13
"Table 2, Figures S6 and S7",13
"Figure 2, Supplementary Figure S3",12
"Figure 5 and S14",12
"Text page 441",12
"Figures 5 and 9",12
Figure,12
"Supplementary Figure 3, Figure 3",12
"Figure 2, Table III",12
"Figure 3A, 3B, 4",12
"S4 File, S2 File, Table 2",12
"Figures 2, 4, 5",12
"Figure 6 and Table 6",12
"Table 3, Table 2",12
"Figure 3 and Supplementary Figure S7",12
"Table 1 and text p. 46",12
"Table 9 and Figure 7",12
"Figures 1 and Table 1",12
"Figure 6, Table S8",12
"Tables II, III, and IV",12
"Figures 5 and S3",12
"Figure 2 and Table S4",12
"Tables 1 and 2, Figures 3 to 5",12
"Figures 1 and 9",12
"Figure 2, Supplementary Figure S4",12
"Figures 2, 3, S2 and Table S1",12
"Extended Data Table 1",12
"Figure 1, 2, 3, Table 1",12
"Text page 219",12
"Figures 2, 3 and Table I",12
"Tables 1, 2 and Figure 1",12
"Figures 1, 5 and S3",12
"Figure 6, Table 3",12
"Text p 231",12
"Figures 6, 7, and 8",12
"Figure 2 and text page 3",12
"Figure 7 and Table S7",12
"Figure 3, 5, 7, Table I",12
"Supplementary Figure S6",12
"Figure 2 and Supplementary Table 2",12
"Tables II, III, Figure 5",12
"Figure 1 and Supporting Information Figure S4",12
"Figure 3, Text p 833",12
"Figures 2, 3, 4, 5 and Supplemental Table S1",12
"Figure 8 and Table 3",12
"Tables S2, S4 and Figure 2",12
"Tables 1, 2 and 4",12
"Results page 178",12
"Figure S5 and Table S5",12
"Figure 4 and Supplemental Figure 2",12
"Figure 2, 6 and ESM Table 3",12
"Text p 43",12
"Table 2; Figure 1",12
"Figures 4, 5, and 7",12
"Figures 3, 4, and 5, Table V",12
"Table S5, Figure S2",12
"Figures 3, 4, and Table 2",12
"Figures 1 and 3 and Table 1",12
"Figure 9 and Supplementary Figure 4",12
"Supplementary Table 1, Figure 3",12
"Text page 73",12
"Table II, Figure 6",12
"Figure 2,4 and Table 2",12
"Figure 3, Extended Data Tables 5, 6",12
"Table 1 and Supplemental Figure S2",12
"Figures 3, 4 and 6",12
"Table 3 and Figure S5",12
"Figure 3, S4 and Table S5",12
"Table 3B",12
"Extended Data Figures 2, 3",12
"Supplementary Figure 4 and Supplementary Table 1",12
"Figure 1, S1and Table S1",12
"Figure 2 and Table 2C",12
"Table 1, Figures 2, 3",12
"Supplementary Figure 1 and Source Data",12
"Figure 2, S1",12
"Table 5 and Supplementary Table 1",12
"Figures 4, 5 and 6, Tables 2 and 3",12
"Figure 2, Supplemental Table",12
"Table 1, Figure S3",12
"Figure 4 and Table II",12
"Figures 2, 3, 4, Supplementary Figure 3",12
"Figures 1 and 3; Table 1",12
"Table 3 and Figure S9",12
"Figures 1, 3, S2, and S1 file",12
"Figure 2 and Table S5",12
"Figure 4, S5, S6 and Table S2",12
"Text p.223",12
"Figure 4B and Supplemental Table S1",12
"Text p 114",12
"Figures 1, 2, S1, S2 and Tables S2, S3",12
"Table 4 and Figure 7",12
"Table S1 and Figure S1",12
"Figure 9 and Supplementary Table 8",12
"Figure 5 and Supplementary Figure 6",12
"Figures 4, S2",12
"Supplemental Figure 9",12
"figures 2 and 4",12
"Figure 4 and Supporting Information Figure S4",12
"Table S5, S7, Figure 3",12
"Table S4, Figure S1",12
"Figure S4b",12
"Supplementary Fig. 1F",12
"Figure 3  and Supplementary Table 2",12
"Figure 2, Table II",12
"Results page 361",12
"Text page 780",11
"Figure S2 and Table S2",11
"Figures 1, 2, 3, 4, 5, and 6",11
"Figures 3, 4, S3, Table 1",11
"Figures 5, S5, data table S5",11
"Figure 2 and Tables 2 and S1",11
"Figures 2, 3, 4, and Table 2",11
"Figures 4, 7, and S7",11
"Table III, Figure 2",11
"Figure 5 and Supplementary Table 2",11
"Figures 2, 3, 4, 5 and Table 1",11
"Figures 2, 3, 4 and Table 1",11
"Figure 6,7, 8",11
"Figures 1E and 2A",11
"Figure 4 and Table 5",11
"Figures 1 and 4 and Table S2",11
"Table 1 and Supplementary Figure 3",11
"Figures 1, 2, and Table 2",11
"Tables 2, 3 and 5",11
"Figure 5, Supplementary Figure 16 and Supplementary Table 6",11
"Figures 4, 5 and Table 2",11
"Supporting Information Tables 2, 3, and 4",11
"Figure 3-4",11
"Figures 1 and 2, Table 3",11
"Suppl figure 3",11
"Figure 3 and Supplemental Data S1",11
"Figures 1, 2 and Table S2",11
"Figures 1, and 3",11
"Tabel 1",11
"Figures 1, 4 and 6",11
"Figures 2B, 4, 5 and Table 2",11
"Figures 1, S1, and S2",11
"Table 1, figure 4",11
"Figures 11 and 12",11
"Figures 2, 3 and 4, Table 2",11
"Figure 14",11
"Figures 3 and S6 and Data File S2",11
"Figure 1, Supplementary Figure 1",11
"Table 3 and Figures 1 and 2",11
"Text page 1787",11
"Dataset EV1",11
"Table 4, Figure 3",11
"Figures 5 and 6, Table 3",11
"Figures 2 to 5, Tables 1 to 3",11
"Table 1, Table 3",11
"Table 1 and Supplementary Figures 2, 3, 4, 5, and 6",11
"Figures 3, 4 and 9",11
"Figures 2, 4, and 6",11
"Table 3 and figure 4",11
"Tables 1, 2, S2, and S4 and Figure 2",11
"Figures 1, 2, and 5",11
"Figure 4 and Tables S5 and S6",11
"Text p.187",11
"Figures 6, 7 and 8",11
"Tables II, III, IV and Figure 1",11
"Tables IA, II, III, IV, V, and VIII",11
"Figures 2, 3, 6",11
"Figures 3, 4 and Supplementary Figure 1",11
"Tables 1, 2, 3, and 4",11
"Table 2a",11
"Figure 1 and Extended Data Figure 2",11
"Figure 3, Supplementary Figures 4 and 5, and Table 1",11
"Figures 2, 3, and S4 and Table S4",11
"Table IA",11
"Tables 2 and 3 and Figure 3",11
"Figure E1",11
"Figures 2, 3, 4, and Table 1",11
"Figures 1, 6 and 7",11
"Figure E4",11
"Table 1 and figure 3",11
"Table 1, Figures 3, 5",11
"Table 3, Figure 6",11
"Figures 2, 3 and Supplementary Figure 2",11
"Text page 1307",11
"Figure 1 and Table III",11
"Figures 5 and 8",11
"Figures 8,9",11
"Tables 1 and 2 and Figure 1",11
"Materials and methods",10
"Figure 2G",10
"Figures 2 and 4 and Tables S4 and S7",10
"Text page 611 and table 4",10
"Text  page 233",10
"Figures 1, 2, 3, and Table 3",10
"Tables II and III, Figure 5",10
"Table S8, Figure S7",10
"Tables S1 and S3",10
"Table I, Figures 4 and 5",10
"Text p. 116",10
"Figures 3, 6, S5",10
"Figure 1, Supplementary Figure 1 and Supplementary Table 1",10
"Figure 2B and Table 3",10
"Figure E5",10
"Figure 4, Table I",10
"Figure 2 and Supplementary Table 1",10
"Figure 5, Tables E1 and E2",10
"Tables 2 and S1",10
"Table 2 and Figure5",10
"Results text page 3 of 12",10
"Text page 491",10
"Tables 1 and 2, Figure 6",10
"Supplemental Data S1B",10
"Figures 3 and 4A",10
"Figures 7 and S7",10
"Figures 2, 5, and 6",10
"Figures 1 and 2 and additional file 1",10
"Tables 2 and 7",10
"Tables 1, 3 and 4",10
"Table 1, figures 2, 3, and 4",10
"Results (page 4384)",10
"Figure 2 and Extended Data Figure 1",10
"Figures 1 and 3, Table 3",10
"Figures 4 and 5, Table 4",10
"Figure 1 and Extended Data Figures 1 and 2",10
"TABLE III, Fig. 2",10
"Figures 1 and S1 and Tables S1 and S2",10
"Figure 1, 2, 3",10
"Figure 7 and Table III",10
"Tables 1, 2, 3, 4, and 5 and Figure 1 and Table S1",10
"Figure 3, Table I",10
"Table 1 and Figures 2 and 3",10
"Figures 1, 2, 3, and Table 2",10
"Figure S1C and Table 1",10
"Tables 1, 2, 3, 4",10
"Figures 2, 3, 4, S6, Table S2",10
"Text, page 1086.",10
"Figure 2E",10
"Table 2, Figure 5, Text page 5",10
"Figure 1 and Table S7",10
"Table 1, Figure 7B",10
"Table S1, Supplementary Figure S1, Figure 1",10
"Figure 1 and Supplementary Tables 1 and 6",10
"Figure 1, 2 and Table 1",10
"Table 2 and figure 4",10
"Table II, Figure 5",10
"Figure 4 and Supplementary Figure 7",10
"Tables I, II and III",10
"Figure S1 and Table S3",10
"Table 1, Figures 3, S1 and S2",10
"Figure 4a",10
"Tables 3, 4, and 5",10
"Figures 1 and 2 and Supplementay Table S3",10
"Figure 3-6",10
"Figure 2, Supplementary Figure 3, Results",10
"Figures S6, Table S2",10
"Figure 5 and Results (pg. 1035)",10
"Table 1, figures 1, 2 and 3",10
"Figures 3, 4, S3 and Table S3 and S4",10
"Supplementary Figures 6, 7 and Table 1",10
"Figure 2 and 5",10
"Figures 1, 2 and table 1",10
"Figures 1, 2, and Supplemental Figure 5",10
"Page 25",10
"Figure 6 and Table 1",10
"Table 2, Figures 2, 3",10
"Table 4, Figure 1",10
"Results, page 2240",10
"Figure 6, Table 1",10
"Text page 5757",10
"Tables 2 and 3, Figures 2 and 4, and Results pg. 5",10
"Table 3 and Figure 1.",10
"Figures 1, 6 and Table S3",10
"Figure 3 and Extended Data Figure 4",10
"Figure 6, Tables 1 and 2",10
"Figures 2, 4, and Table 2",10
"Figure 1B, Figure 5B",10
"Tables IV and VI",10
"Table 1 and Figures 3 and 4",10
"Figure 2, S2 and Table S1",10
"Text P. 1366 and Figure 3",10
"Figure 12D, Table 1",10
"Figures 3, 5 and Table 1",10
"Tables 3, S2, S3, and S10 and Figure S1",10
"Figure 4 and Supplementary Figure 4",10
"Figures 1 and 2, Text page 21032",10
"Tables 2, 3 and Figure 1",10
"Tables 1, S8, and S9",10
"Extended Data Figure 7",10
"Figure 3A,B",10
"Figures 5, S4 and Table S3",10
"Figures 1 and S8",10
"Figure 5E, F",10
"Text page 175",10
"Text page 986",10
"Figures 7, 8, Table 3",10
"Figures 7, 8 and 9",10
"Figures 5 and S6",10
"Figure 12C, Table 1",10
"Table 2b",10
"Figure S17",10
"Figures 5, S14",10
"Table 2 and Figures 3, 4",10
"Figure 5c",10
"Figures 1, 2 and Supplementary Figure 1",10
"Supplementary Table  2",10
"Figure 5, 7",10
"Figures 4 and 5, Table 1",10
"Figure 3, Extended Data Figures 5 and 8, and Supplementary Table 6",10
"Table 1, Figures 2, 3, 4, S2",10
"Text page 302",10
"Table I, Figure 2",10
"Supplementary Table 2B",10
"Figure 5, Tables 1 and 2",10
"Table 1 and Figures 6 and 7",10
"Figure S7 and S9",9
"Figures 9, 8 and 10",9
"Figures 1, S10 and Table 1",9
"Figures 2, 4, 5, and 6",9
"Figure 4, Text p 339",9
"Tables 1, 2, 3 and 4",9
"Figure 6f",9
"Table 1, Figures 1 and 7",9
"Figure 1 and Tables 2, 3",9
"Figures 3, 5, 6, and Table 1",9
"Figures 2, 5, and S1",9
"Figures 1, S6, and S7",9
"Figure S1 A and B, Table S1",9
"Text P. 197",9
"Table 1 and Text P. 1201",9
"Supplementary Figures 2 and 3",9
"Figures 2, 3, 5, S1, S3, S9 and Table S1",9
"Figure 2, S1 and Table S2",9
"Table 2, Figure S3",9
"Figures 1, 2, Table 2",9
"Additional File 4, Tables 1 and 2 and Figure 3",9
"Tables 3, 5 and 7",9
"Table III, Figures 4, 5",9
"Figure 1G",9
"Figure 5, Extended Data Figures 4 and 5, and Extended Data Table 2",9
"Table 1, Figures 1, 2 and 3",9
"Figure 4 and Tables 1 and S2",9
"Figures 1, 2, and 3, Tables II and III",9
"Figures 5, S6 and S7",9
"Tables 1, 2, and 3 and Figure 1",9
"Tables S1, S2 and Figure S4",9
"Figure 5, Supplementary Figure 3",9
"Supplementary Tables 1 and 2 and Figure 3",9
"Figures 1, 2, 3 and 5",9
"Figure 3 and Supplementary Figure 5",9
"Results page 5",9
"FIgure 1",9
"Figure 2, S2 and Table S2",9
"Figure S3, Table 1",9
"Figures 1, 4, and 6",9
"Figures1, 2, and 3, Table III",9
"Figures 1 and 4 and Table 1",9
"Figure 2,3A",9
"Figures 1, 4, S3, S12 and S13 and Table S1",9
"Figure 3 and Supplementary Figure S4",9
"Figures 4, S3 and Table 3",9
"Figure 4 and Table I",9
"Supplementary Figure 4 and Supplementary Table 3",9
"Figure 1 and Supplementary Figure 3 and 4",9
"Tables 2 and 3, Figure 4",9
"Figure 3 Table 1",9
"Text page 173",9
"Figures 2, S1 and Table 2",9
"Figures 4-5",9
"Results (page 301) and Figure 5",9
"Figures 2, S1 and Table S1",9
"Figure 2 and Table 2B",9
"Table 1, Figures 2 and 5",9
"Figures 8, 9",9
"Table 3 and Figures 4, S1",9
"Figure 3 and page 7",9
"Figure 4 and S3",9
"Table 2 and Figures 2, 3",9
