before_char_normalization	en-dash	em-dash	plus-minus	strip_whitespace	remove_multi_whitespace	convert_to_ascii	lowercase	after_char_normalization	index
27-62 years	N	N	N	N	N	N	N	27-62 years	1598
14-44 years	N	N	N	N	N	N	N	14-44 years	1599
5-12 weeks	N	N	N	N	N	N	N	5-12 weeks	1600
18 to 59 years old	N	N	N	N	N	N	N	18 to 59 years old	1601
6 to 12 weeks	N	N	N	N	N	N	N	6 to 12 weeks	1602
1 year	N	N	N	N	N	N	N	1 year	1603
14-26 years	N	N	N	N	N	N	N	14-26 years	1604
8 to 12 weeks old	N	N	N	N	N	N	N	8 to 12 weeks old	1605
16-24 years	N	N	N	N	N	N	N	16-24 years	1606
6-9 weeks	N	N	N	N	N	N	N	6-9 weeks	1607
4-6 weeks	N	N	N	N	N	N	N	4-6 weeks	1608
NULL	N	N	N	N	N	N	Y	null	1609
NULL	N	N	N	N	N	N	Y	null	1610
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	1611
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	1612
20 weeks old	N	N	N	N	N	N	N	20 weeks old	1613
22-84 years	N	N	N	N	N	N	N	22-84 years	1614
21-72 years	N	N	N	N	N	N	N	21-72 years	1615
29-55	N	N	N	N	N	N	N	29-55	1616
5.5-7.5 months	N	N	N	N	N	N	N	5.5-7.5 months	1617
7 weeks	N	N	N	N	N	N	N	7 weeks	1618
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	1619
19-48	N	N	N	N	N	N	N	19-48	1620
7-12 weeks	N	N	N	N	N	N	N	7-12 weeks	1621
34-60 years old	N	N	N	N	N	N	N	34-60 years old	1622
34-58 years	N	N	N	N	N	N	N	34-58 years	1623
10-12 weeks	N	N	N	N	N	N	N	10-12 weeks	1624
13 days	N	N	N	N	N	N	N	13 days	1625
7-12 weeks	N	N	N	N	N	N	N	7-12 weeks	1626
7-12 weeks	N	N	N	N	N	N	N	7-12 weeks	1627
6 to 12 weeks	N	N	N	N	N	N	N	6 to 12 weeks	1628
NULL	N	N	N	N	N	N	Y	null	1629
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	1630
3 to 21 years	N	N	N	N	N	N	N	3 to 21 years	1631
23-69 years	N	N	N	N	N	N	N	23-69 years	1632
26-52 years	N	N	N	N	N	N	N	26-52 years	1633
NULL	N	N	N	N	N	N	Y	null	1634
2 months	N	N	N	N	N	N	N	2 months	1635
NULL	N	N	N	N	N	N	Y	null	1636
8-11 weeks	N	N	N	N	N	N	N	8-11 weeks	1637
3 - 4 weeks	N	N	N	N	N	N	N	3 - 4 weeks	1638
23-53	N	N	N	N	N	N	N	23-53	1639
24-36	N	N	N	N	N	N	N	24-36	1640
8-16 weeks	N	N	N	N	N	N	N	8-16 weeks	1641
3 month	N	N	N	N	N	N	N	3 month	1642
2-4 months	N	N	N	N	N	N	N	2-4 months	1643
57 years	N	N	N	N	N	N	N	57 years	1644
16 - 24 weeks old	N	N	N	N	N	N	N	16 - 24 weeks old	1645
2 to 4 months	N	N	N	N	N	N	N	2 to 4 months	1646
median age 28 years	N	N	N	N	N	N	N	median age 28 years	1647
7 weeks	N	N	N	N	N	N	N	7 weeks	1648
3-20 weeks	N	N	N	N	N	N	N	3-20 weeks	1649
12-16 weeks	N	N	N	N	N	N	N	12-16 weeks	1650
16-46 years	N	N	N	N	N	N	N	16-46 years	1651
15	N	N	N	N	N	N	N	15	1652
6 months	N	N	N	N	N	N	N	6 months	1653
28-39 years	N	N	N	N	N	N	N	28-39 years	1654
33-50 years	N	N	N	N	N	N	N	33-50 years	1655
25-60 years	N	N	N	N	N	N	N	25-60 years	1656
25-72 years	N	N	N	N	N	N	N	25-72 years	1657
39-82 years	N	N	N	N	N	N	N	39-82 years	1658
10-12 weeks	N	N	N	N	N	N	N	10-12 weeks	1659
4-7 weeks	N	N	N	N	N	N	N	4-7 weeks	1660
4 - 5 weeks	N	N	N	N	N	N	N	4 - 5 weeks	1661
5-7 weeks old	N	N	N	N	N	N	N	5-7 weeks old	1662
36-65 years	N	N	N	N	N	N	N	36-65 years	1663
4.5 - 6 months	N	N	N	N	N	N	N	4.5 - 6 months	1664
5-7 weeks	N	N	N	N	N	N	N	5-7 weeks	1665
2-3 months	N	N	N	N	N	N	N	2-3 months	1666
2-3 months	N	N	N	N	N	N	N	2-3 months	1667
5 weeks	N	N	N	N	N	N	N	5 weeks	1668
43-65	N	N	N	N	N	N	N	43-65	1669
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	1670
18-36 years	N	N	N	N	N	N	N	18-36 years	1671
2-4 months	N	N	N	N	N	N	N	2-4 months	1672
12-16 months	N	N	N	N	N	N	N	12-16 months	1673
7-12 weeks	N	N	N	N	N	N	N	7-12 weeks	1674
7-9 weeks	N	N	N	N	N	N	N	7-9 weeks	1675
8-14 weeks	N	N	N	N	N	N	N	8-14 weeks	1676
NULL	N	N	N	N	N	N	Y	null	1677
6 to 8 weeks	N	N	N	N	N	N	N	6 to 8 weeks	1678
7 weeks	N	N	N	N	N	N	N	7 weeks	1679
15-20 weeks	N	N	N	N	N	N	N	15-20 weeks	1680
7 weeks	N	N	N	N	N	N	N	7 weeks	1681
neonate	N	N	N	N	N	N	N	neonate	1682
Mean age 65 years	N	N	N	N	N	N	Y	mean age 65 years	1683
8 to 12 weeks	N	N	N	N	N	N	N	8 to 12 weeks	1684
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	1685
8 to 12 weeks old	N	N	N	N	N	N	N	8 to 12 weeks old	1686
8-12 weeks.	N	N	N	N	N	N	N	8-12 weeks.	1687
10 to 12 weeks old	N	N	N	N	N	N	N	10 to 12 weeks old	1688
36-39 years	N	N	N	N	N	N	N	36-39 years	1689
4-7 weeks old	N	N	N	N	N	N	N	4-7 weeks old	1690
Neonate and adult	N	N	N	N	N	N	Y	neonate and adult	1691
52-89 years	N	N	N	N	N	N	N	52-89 years	1692
50 years old	N	N	N	N	N	N	N	50 years old	1693
8-24 weeks	N	N	N	N	N	N	N	8-24 weeks	1694
8-20 weeks	N	N	N	N	N	N	N	8-20 weeks	1695
<70 years	N	N	N	N	N	N	N	<70 years	1696
56 years	N	N	N	N	N	N	N	56 years	1697
8 to 14 weeks	N	N	N	N	N	N	N	8 to 14 weeks	1698
8 to 24 weeks	N	N	N	N	N	N	N	8 to 24 weeks	1699
6 weeks	N	N	N	N	N	N	N	6 weeks	1700
16-75 years	N	N	N	N	N	N	N	16-75 years	1701
embryo	N	N	N	N	N	N	N	embryo	1702
NULL	N	N	N	N	N	N	Y	null	1703
8-36 years	N	N	N	N	N	N	N	8-36 years	1704
8-53 years	N	N	N	N	N	N	N	8-53 years	1705
20-27 years	N	N	N	N	N	N	N	20-27 years	1706
3 to 5 months	N	N	N	N	N	N	N	3 to 5 months	1707
8 to 12 weeks	N	N	N	N	N	N	N	8 to 12 weeks	1708
18-86 years	N	N	N	N	N	N	N	18-86 years	1709
21-67 years	N	N	N	N	N	N	N	21-67 years	1710
4-5 weeks	N	N	N	N	N	N	N	4-5 weeks	1711
26-59 years old	N	N	N	N	N	N	N	26-59 years old	1712
8 to 20 weeks	N	N	N	N	N	N	N	8 to 20 weeks	1713
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	1714
5-16 years	N	N	N	N	N	N	N	5-16 years	1715
7 to 10 weeks	N	N	N	N	N	N	N	7 to 10 weeks	1716
33 years	N	N	N	N	N	N	N	33 years	1717
2-6 months	N	N	N	N	N	N	N	2-6 months	1718
6 weeks	N	N	N	N	N	N	N	6 weeks	1719
7-10 weeks	N	N	N	N	N	N	N	7-10 weeks	1720
7-10 weeks	N	N	N	N	N	N	N	7-10 weeks	1721
60-62 years	N	N	N	N	N	N	N	60-62 years	1722
68 years	N	N	N	N	N	N	N	68 years	1723
18-70	N	N	N	N	N	N	N	18-70	1724
5-6 weeks	N	N	N	N	N	N	N	5-6 weeks	1725
8 to 10 weeks	N	N	N	N	N	N	N	8 to 10 weeks	1726
10 to 14 weeks	N	N	N	N	N	N	N	10 to 14 weeks	1727
7-78 years	N	N	N	N	N	N	N	7-78 years	1728
8 to 10 weeks	N	N	N	N	N	N	N	8 to 10 weeks	1729
NULL	N	N	N	N	N	N	Y	null	1730
25-55 years	N	N	N	N	N	N	N	25-55 years	1731
~ 31 to 55 years	N	N	N	N	N	N	N	~ 31 to 55 years	1732
15 weeks	N	N	N	N	N	N	N	15 weeks	1733
8-12 wk	N	N	N	N	N	N	N	8-12 wk	1734
NULL	N	N	N	N	N	N	Y	null	1735
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	1736
8-10 weeks old	N	N	N	N	N	N	N	8-10 weeks old	1737
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	1738
NULL	N	N	N	N	N	N	Y	null	1739
18 weeks	N	N	N	N	N	N	N	18 weeks	1740
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	1741
5 to 6 weeks	N	N	N	N	N	N	N	5 to 6 weeks	1742
8 week old	N	N	N	N	N	N	N	8 week old	1743
NULL	N	N	N	N	N	N	Y	null	1744
46-48 yrs	N	N	N	N	N	N	N	46-48 yrs	1745
4-week old	N	N	N	N	N	N	N	4-week old	1746
4-8 weeks	N	N	N	N	N	N	N	4-8 weeks	1747
18-50 years-old	N	N	N	N	N	N	N	18-50 years-old	1748
8-12 weeks old	N	N	N	N	N	N	N	8-12 weeks old	1749
52-59 years	N	N	N	N	N	N	N	52-59 years	1750
< 12 hours	N	N	N	N	N	N	N	< 12 hours	1751
5 weeks	N	N	N	N	N	N	N	5 weeks	1752
18-40 years	N	N	N	N	N	N	N	18-40 years	1753
8 Week	N	N	N	N	N	N	Y	8 week	1754
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	1755
28 to 68 years	N	N	N	N	N	N	N	28 to 68 years	1756
6 to 8 weeks	N	N	N	N	N	N	N	6 to 8 weeks	1757
8 wk.	N	N	N	N	N	N	N	8 wk.	1758
8-15 weeks	N	N	N	N	N	N	N	8-15 weeks	1759
1 day	N	N	N	N	N	N	N	1 day	1760
39-63 years	N	N	N	N	N	N	N	39-63 years	1761
11 to 74 months	N	N	N	N	N	N	N	11 to 74 months	1762
adult	N	N	N	N	N	N	N	adult	1763
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	1764
18-38 years	N	N	N	N	N	N	N	18-38 years	1765
57-62 years	N	N	N	N	N	N	N	57-62 years	1766
3-14 years	N	N	N	N	N	N	N	3-14 years	1767
63 years	N	N	N	N	N	N	N	63 years	1768
10 to 12 weeks	N	N	N	N	N	N	N	10 to 12 weeks	1769
38 years	N	N	N	N	N	N	N	38 years	1770
20-64 years	N	N	N	N	N	N	N	20-64 years	1771
6-8 wk.	N	N	N	N	N	N	N	6-8 wk.	1772
NULL	N	N	N	N	N	N	Y	null	1773
Adults (15-44)	N	N	N	N	N	N	Y	adults (15-44)	1774
8 to 12 weeks	N	N	N	N	N	N	N	8 to 12 weeks	1775
8-14 wk	N	N	N	N	N	N	N	8-14 wk	1776
19-77 years	N	N	N	N	N	N	N	19-77 years	1777
4-6 weeks	N	N	N	N	N	N	N	4-6 weeks	1778
23-67 years	N	N	N	N	N	N	N	23-67 years	1779
47-65 years	N	N	N	N	N	N	N	47-65 years	1780
18-63 years old	N	N	N	N	N	N	N	18-63 years old	1781
26-63 years	N	N	N	N	N	N	N	26-63 years	1782
36 years old	N	N	N	N	N	N	N	36 years old	1783
4-week old	N	N	N	N	N	N	N	4-week old	1784
19-53 years	N	N	N	N	N	N	N	19-53 years	1785
25-31 years	N	N	N	N	N	N	N	25-31 years	1786
2 months old	N	N	N	N	N	N	N	2 months old	1787
7-8 weeks	N	N	N	N	N	N	N	7-8 weeks	1788
8-10 weeks-old	N	N	N	N	N	N	N	8-10 weeks-old	1789
8-24 weeks old	N	N	N	N	N	N	N	8-24 weeks old	1790
6-7 weeks	N	N	N	N	N	N	N	6-7 weeks	1791
40 years	N	N	N	N	N	N	N	40 years	1792
Calves	N	N	N	N	N	N	Y	calves	1793
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	1794
3 to 6 months	N	N	N	N	N	N	N	3 to 6 months	1795
Newborns	N	N	N	N	N	N	Y	newborns	1796
2 months old	N	N	N	N	N	N	N	2 months old	1797
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	1798
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	1799
12 months old	N	N	N	N	N	N	N	12 months old	1800
Adult	N	N	N	N	N	N	Y	adult	1801
Adult	N	N	N	N	N	N	Y	adult	1802
4 weeks	N	N	N	N	N	N	N	4 weeks	1803
29-82 years	N	N	N	N	N	N	N	29-82 years	1804
NULL	N	N	N	N	N	N	Y	null	1805
mean age 34.4 years	N	N	N	N	N	N	N	mean age 34.4 years	1806
3 weeks	N	N	N	N	N	N	N	3 weeks	1807
4-6 weeks	N	N	N	N	N	N	N	4-6 weeks	1808
4-6 weeks old	N	N	N	N	N	N	N	4-6 weeks old	1809
6-10 weeks old	N	N	N	N	N	N	N	6-10 weeks old	1810
2-3 months	N	N	N	N	N	N	N	2-3 months	1811
7-8 weeks old	N	N	N	N	N	N	N	7-8 weeks old	1812
NULL	N	N	N	N	N	N	Y	null	1813
19 to 56 years	N	N	N	N	N	N	N	19 to 56 years	1814
11-19 years	N	N	N	N	N	N	N	11-19 years	1815
4-5 months	N	N	N	N	N	N	N	4-5 months	1816
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	1817
NULL	N	N	N	N	N	N	Y	null	1818
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	1819
22-45 years	N	N	N	N	N	N	N	22-45 years	1820
9-12 months	N	N	N	N	N	N	N	9-12 months	1821
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	1822
6-8	N	N	N	N	N	N	N	6-8	1823
6-8	N	N	N	N	N	N	N	6-8	1824
5-16 weeks old	N	N	N	N	N	N	N	5-16 weeks old	1825
6-8	N	N	N	N	N	N	N	6-8	1826
18-50 years old	N	N	N	N	N	N	N	18-50 years old	1827
NULL	N	N	N	N	N	N	Y	null	1828
> 6 months	N	N	N	N	N	N	N	> 6 months	1829
NULL	N	N	N	N	N	N	Y	null	1830
9-12 months old	N	N	N	N	N	N	N	9-12 months old	1831
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	1832
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	1833
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	1834
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	1835
40-60 years	N	N	N	N	N	N	N	40-60 years	1836
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	1837
0.8 years	N	N	N	N	N	N	N	0.8 years	1838
4.1-15.2 years	N	N	N	N	N	N	N	4.1-15.2 years	1839
2 years	N	N	N	N	N	N	N	2 years	1840
4 wk - 3 mo	N	N	N	N	N	N	N	4 wk - 3 mo	1841
4-8 weeks	N	N	N	N	N	N	N	4-8 weeks	1842
1 year	N	N	N	N	N	N	N	1 year	1843
3-8 years	N	N	N	N	N	N	N	3-8 years	1844
23-43 years	N	N	N	N	N	N	N	23-43 years	1845
5 weeks	N	N	N	N	N	N	N	5 weeks	1846
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	1847
41-68 years	N	N	N	N	N	N	N	41-68 years	1848
5-7 weeks	N	N	N	N	N	N	N	5-7 weeks	1849
9 weeks	N	N	N	N	N	N	N	9 weeks	1850
mean age = 30 years	N	N	N	N	N	N	N	mean age = 30 years	1851
4 weeks-old	N	N	N	N	N	N	N	4 weeks-old	1852
60-90 days	N	N	N	N	N	N	N	60-90 days	1853
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	1854
26-80 years	N	N	N	N	N	N	N	26-80 years	1855
11 weeks	N	N	N	N	N	N	N	11 weeks	1856
8-9 weeks	N	N	N	N	N	N	N	8-9 weeks	1857
9 weeks	N	N	N	N	N	N	N	9 weeks	1858
2-5 years	N	N	N	N	N	N	N	2-5 years	1859
6 month-old	N	N	N	N	N	N	N	6 month-old	1860
8-14 weeks	N	N	N	N	N	N	N	8-14 weeks	1861
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	1862
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	1863
4-6 months	N	N	N	N	N	N	N	4-6 months	1864
3-4 weeks old	N	N	N	N	N	N	N	3-4 weeks old	1865
8 weeks	N	N	N	N	N	N	N	8 weeks	1866
8 weeks	N	N	N	N	N	N	N	8 weeks	1867
8 weeks to 6 months	N	N	N	N	N	N	N	8 weeks to 6 months	1868
8 weeks to 6 months	N	N	N	N	N	N	N	8 weeks to 6 months	1869
8 weeks to 6 months	N	N	N	N	N	N	N	8 weeks to 6 months	1870
10 weeks	N	N	N	N	N	N	N	10 weeks	1871
8 weeks	N	N	N	N	N	N	N	8 weeks	1872
8 weeks	N	N	N	N	N	N	N	8 weeks	1873
20-83 years	N	N	N	N	N	N	N	20-83 years	1874
6 weeks	N	N	N	N	N	N	N	6 weeks	1875
24-47 years	N	N	N	N	N	N	N	24-47 years	1876
8 to 14 weeks	N	N	N	N	N	N	N	8 to 14 weeks	1877
8 to 14 weeks	N	N	N	N	N	N	N	8 to 14 weeks	1878
8-15 weeks	N	N	N	N	N	N	N	8-15 weeks	1879
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	1880
4-6 wks	N	N	N	N	N	N	N	4-6 wks	1881
8 to 14 weeks	N	N	N	N	N	N	N	8 to 14 weeks	1882
42.8-66.5 years	N	N	N	N	N	N	N	42.8-66.5 years	1883
20 to 79 years	N	N	N	N	N	N	N	20 to 79 years	1884
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	1885
NULL	N	N	N	N	N	N	Y	null	1886
3 weeks	N	N	N	N	N	N	N	3 weeks	1887
3 weeks	N	N	N	N	N	N	N	3 weeks	1888
8 to 14 weeks	N	N	N	N	N	N	N	8 to 14 weeks	1889
8 to 14 weeks	N	N	N	N	N	N	N	8 to 14 weeks	1890
8 to 14 weeks	N	N	N	N	N	N	N	8 to 14 weeks	1891
6-8weeks	N	N	N	N	N	N	N	6-8weeks	1892
8 to 10 weeks	N	N	N	N	N	N	N	8 to 10 weeks	1893
5-8 weeks	N	N	N	N	N	N	N	5-8 weeks	1894
12 weeks	N	N	N	N	N	N	N	12 weeks	1895
16 weeks	N	N	N	N	N	N	N	16 weeks	1896
65-74 years old	N	N	N	N	N	N	N	65-74 years old	1897
74 years old	N	N	N	N	N	N	N	74 years old	1898
20-57 years	N	N	N	N	N	N	N	20-57 years	1899
5-8 weeks	N	N	N	N	N	N	N	5-8 weeks	1900
10-14 weeks	N	N	N	N	N	N	N	10-14 weeks	1901
3-4 weeks	N	N	N	N	N	N	N	3-4 weeks	1902
44.9 to 74.1 years	N	N	N	N	N	N	N	44.9 to 74.1 years	1903
6 weeks	N	N	N	N	N	N	N	6 weeks	1904
NULL	N	N	N	N	N	N	Y	null	1905
32-70 years	N	N	N	N	N	N	N	32-70 years	1906
37-66 years	N	N	N	N	N	N	N	37-66 years	1907
8 weeks old	N	N	N	N	N	N	N	8 weeks old	1908
23-81 years	N	N	N	N	N	N	N	23-81 years	1909
12-64 years	N	N	N	N	N	N	N	12-64 years	1910
11-18 years	N	N	N	N	N	N	N	11-18 years	1911
23 days	N	N	N	N	N	N	N	23 days	1912
NULL	N	N	N	N	N	N	Y	null	1913
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	1914
7-8 years	N	N	N	N	N	N	N	7-8 years	1915
NULL	N	N	N	N	N	N	Y	null	1916
40 years or older	N	N	N	N	N	N	N	40 years or older	1917
21-35	N	N	N	N	N	N	N	21-35	1918
2 months old	N	N	N	N	N	N	N	2 months old	1919
NULL	N	N	N	N	N	N	Y	null	1920
6-9 weeks	N	N	N	N	N	N	N	6-9 weeks	1921
7-8 weeks	N	N	N	N	N	N	N	7-8 weeks	1922
6 to 8 weeks	N	N	N	N	N	N	N	6 to 8 weeks	1923
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	1924
68-76	N	N	N	N	N	N	N	68-76	1925
25-37	N	N	N	N	N	N	N	25-37	1926
42-62 years	N	N	N	N	N	N	N	42-62 years	1927
6-9 days	N	N	N	N	N	N	N	6-9 days	1928
NULL	N	N	N	N	N	N	Y	null	1929
53-54 years	N	N	N	N	N	N	N	53-54 years	1930
2 months	N	N	N	N	N	N	N	2 months	1931
8 to 12-weeks	N	N	N	N	N	N	N	8 to 12-weeks	1932
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	1933
14-74	N	N	N	N	N	N	N	14-74	1934
6-9 days	N	N	N	N	N	N	N	6-9 days	1935
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	1936
26-79 years	N	N	N	N	N	N	N	26-79 years	1937
>45 years	N	N	N	N	N	N	N	>45 years	1938
8-20 weeks	N	N	N	N	N	N	N	8-20 weeks	1939
24 to 46 years	N	N	N	N	N	N	N	24 to 46 years	1940
25-73	N	N	N	N	N	N	N	25-73	1941
24-58 years	N	N	N	N	N	N	N	24-58 years	1942
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	1943
8 weeks	N	N	N	N	N	N	N	8 weeks	1944
80 days	N	N	N	N	N	N	N	80 days	1945
52.2 - 69 years	N	N	N	N	N	N	N	52.2 - 69 years	1946
1-12 years	N	N	N	N	N	N	N	1-12 years	1947
6 months	N	N	N	N	N	N	N	6 months	1948
2 months	N	N	N	N	N	N	N	2 months	1949
6-9 weeks	N	N	N	N	N	N	N	6-9 weeks	1950
NULL	N	N	N	N	N	N	Y	null	1951
8-20 weeks	N	N	N	N	N	N	N	8-20 weeks	1952
over 18 years old	N	N	N	N	N	N	N	over 18 years old	1953
14-55 years	N	N	N	N	N	N	N	14-55 years	1954
20-51	N	N	N	N	N	N	N	20-51	1955
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	1956
10-12 weeks	N	N	N	N	N	N	N	10-12 weeks	1957
NULL	N	N	N	N	N	N	Y	null	1958
27 to 56 years	N	N	N	N	N	N	N	27 to 56 years	1959
10-13 days	N	N	N	N	N	N	N	10-13 days	1960
6 week	N	N	N	N	N	N	N	6 week	1961
NULL	N	N	N	N	N	N	Y	null	1962
22-35 years old	N	N	N	N	N	N	N	22-35 years old	1963
Newborn	N	N	N	N	N	N	Y	newborn	1964
15-18 months	N	N	N	N	N	N	N	15-18 months	1965
7.5-8 weeks	N	N	N	N	N	N	N	7.5-8 weeks	1966
15 weeks	N	N	N	N	N	N	N	15 weeks	1967
8-16 weeks	N	N	N	N	N	N	N	8-16 weeks	1968
19-48 years	N	N	N	N	N	N	N	19-48 years	1969
55-60 years	N	N	N	N	N	N	N	55-60 years	1970
8-14 weeks	N	N	N	N	N	N	N	8-14 weeks	1971
NULL	N	N	N	N	N	N	Y	null	1972
60	N	N	N	N	N	N	N	60	1973
81 years	N	N	N	N	N	N	N	81 years	1974
8 weeks	N	N	N	N	N	N	N	8 weeks	1975
34	N	N	N	N	N	N	N	34	1976
48 years	N	N	N	N	N	N	N	48 years	1977
22-54 years	N	N	N	N	N	N	N	22-54 years	1978
6 weeks	N	N	N	N	N	N	N	6 weeks	1979
23-45 years	N	N	N	N	N	N	N	23-45 years	1980
6 weeks	N	N	N	N	N	N	N	6 weeks	1981
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	1982
6 weeks	N	N	N	N	N	N	N	6 weeks	1983
6 weeks	N	N	N	N	N	N	N	6 weeks	1984
NULL	N	N	N	N	N	N	Y	null	1985
4 years	N	N	N	N	N	N	N	4 years	1986
53 yrs	N	N	N	N	N	N	N	53 yrs	1987
38-53	N	N	N	N	N	N	N	38-53	1988
mean age = 27 years	N	N	N	N	N	N	N	mean age = 27 years	1989
36-37 years	N	N	N	N	N	N	N	36-37 years	1990
adult	N	N	N	N	N	N	N	adult	1991
NULL	N	N	N	N	N	N	Y	null	1992
NULL	N	N	N	N	N	N	Y	null	1993
3-12 years	N	N	N	N	N	N	N	3-12 years	1994
7-8 weeks	N	N	N	N	N	N	N	7-8 weeks	1995
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	1996
9-10 weeks	N	N	N	N	N	N	N	9-10 weeks	1997
8-9 weeks	N	N	N	N	N	N	N	8-9 weeks	1998
3 - 4 week old	N	N	N	N	N	N	N	3 - 4 week old	1999
3-5 week-old	N	N	N	N	N	N	N	3-5 week-old	2000
28-58 years	N	N	N	N	N	N	N	28-58 years	2001
1-2 years	N	N	N	N	N	N	N	1-2 years	2002
6-18 weeks old	N	N	N	N	N	N	N	6-18 weeks old	2003
32-37 years	N	N	N	N	N	N	N	32-37 years	2004
6-16 weeks	N	N	N	N	N	N	N	6-16 weeks	2005
8-16 weeks	N	N	N	N	N	N	N	8-16 weeks	2006
NULL	N	N	N	N	N	N	Y	null	2007
NULL	N	N	N	N	N	N	Y	null	2008
NULL	N	N	N	N	N	N	Y	null	2009
74 years	N	N	N	N	N	N	N	74 years	2010
16-53	N	N	N	N	N	N	N	16-53	2011
NULL	N	N	N	N	N	N	Y	null	2012
NULL	N	N	N	N	N	N	Y	null	2013
2-8 years	N	N	N	N	N	N	N	2-8 years	2014
4 weeks	N	N	N	N	N	N	N	4 weeks	2015
NULL	N	N	N	N	N	N	Y	null	2016
19-57	N	N	N	N	N	N	N	19-57	2017
Calf	N	N	N	N	N	N	Y	calf	2018
18-64 years	N	N	N	N	N	N	N	18-64 years	2019
NULL	N	N	N	N	N	N	Y	null	2020
Calves and cows	N	N	N	N	N	N	Y	calves and cows	2021
53 years	N	N	N	N	N	N	N	53 years	2022
11 weeks	N	N	N	N	N	N	N	11 weeks	2023
2-6 months	N	N	N	N	N	N	N	2-6 months	2024
23 years old	N	N	N	N	N	N	N	23 years old	2025
8 to 10 weeks	N	N	N	N	N	N	N	8 to 10 weeks	2026
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	2027
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	2028
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	2029
30-78	N	N	N	N	N	N	N	30-78	2030
38-50 years	N	N	N	N	N	N	N	38-50 years	2031
23-45 years old	N	N	N	N	N	N	N	23-45 years old	2032
30-45 years old	N	N	N	N	N	N	N	30-45 years old	2033
23-35 years old	N	N	N	N	N	N	N	23-35 years old	2034
8 yr	N	N	N	N	N	N	N	8 yr	2035
4 weeks-old	N	N	N	N	N	N	N	4 weeks-old	2036
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	2037
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	2038
NULL	N	N	N	N	N	N	Y	null	2039
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	2040
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	2041
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	2042
2 months	N	N	N	N	N	N	N	2 months	2043
50 days	N	N	N	N	N	N	N	50 days	2044
35 to 41 years	N	N	N	N	N	N	N	35 to 41 years	2045
47 to 53 years	N	N	N	N	N	N	N	47 to 53 years	2046
2-3 months	N	N	N	N	N	N	N	2-3 months	2047
4 to 6 weeks	N	N	N	N	N	N	N	4 to 6 weeks	2048
NULL	N	N	N	N	N	N	Y	null	2049
12 months	N	N	N	N	N	N	N	12 months	2050
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	2051
29 years old	N	N	N	N	N	N	N	29 years old	2052
24 years old	N	N	N	N	N	N	N	24 years old	2053
24-32 years old	N	N	N	N	N	N	N	24-32 years old	2054
4-6 weeks	N	N	N	N	N	N	N	4-6 weeks	2055
10 days	N	N	N	N	N	N	N	10 days	2056
7 to 10 weeks	N	N	N	N	N	N	N	7 to 10 weeks	2057
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	2058
